customerid,first_name,last_name,date_of_birth,address,phone_number,email,ssn,registration_date,customer_status,gender,marital_status,occupation,income_level,education_level,nationality,preferred_language,accountid,account_type,balance,opening_date,account_status,interest_rate,credit_limit,available_credit,overdraft_limit,minimum_balance,transactionid,transaction_type,amount,transaction_date,description,transaction_method,currency,exchange_rate,cardid,card_number,expiration_date,cvv,card_type,card_status,loanid,loan_amount,loan_interest_rate,term,start_date,end_date,loan_status,monthly_payment,loan_purpose,repayment_schedule
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,53,Payment,320988.00,2025-07-05T10:58:37.030469,Bảy anh ờ tui sáu đồng leo bảy.,Branch,VND,1.0000,1016,6007220917186573,2028-07-13,934,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,53,Payment,320988.00,2025-07-05T10:58:37.030469,Bảy anh ờ tui sáu đồng leo bảy.,Branch,VND,1.0000,111678,6759470659685031,2027-07-13,211,Prepaid,Inactive,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,153297,Withdrawal,3761661.00,2025-07-04T11:16:16.344686,May giết chìm khâu chỉ tôi hai.,Mobile,VND,1.0000,1016,6007220917186573,2028-07-13,934,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,153297,Withdrawal,3761661.00,2025-07-04T11:16:16.344686,May giết chìm khâu chỉ tôi hai.,Mobile,VND,1.0000,111678,6759470659685031,2027-07-13,211,Prepaid,Inactive,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,490390,Deposit,3559513.00,2025-07-03T11:16:17.885679,Đá xuồng nón tui gì ờ.,Branch,VND,1.0000,1016,6007220917186573,2028-07-13,934,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,490390,Deposit,3559513.00,2025-07-03T11:16:17.885679,Đá xuồng nón tui gì ờ.,Branch,VND,1.0000,111678,6759470659685031,2027-07-13,211,Prepaid,Inactive,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,114845,Deposit,4974566.00,2025-06-29T11:16:16.127173,Hàng ghét viết hai bàn máy lầu đỏ.,Mobile,VND,1.0000,1016,6007220917186573,2028-07-13,934,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,114845,Deposit,4974566.00,2025-06-29T11:16:16.127173,Hàng ghét viết hai bàn máy lầu đỏ.,Mobile,VND,1.0000,111678,6759470659685031,2027-07-13,211,Prepaid,Inactive,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,3208,Payment,490430.00,2025-06-24T10:58:37.064905,Tôi gì máy đá.,Mobile,VND,1.0000,1016,6007220917186573,2028-07-13,934,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,3208,Payment,490430.00,2025-06-24T10:58:37.064905,Tôi gì máy đá.,Mobile,VND,1.0000,111678,6759470659685031,2027-07-13,211,Prepaid,Inactive,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,45817,Deposit,1666912.00,2025-06-23T11:01:12.295578,Chỉ kim tủ ghế.,Mobile,VND,1.0000,1016,6007220917186573,2028-07-13,934,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,45817,Deposit,1666912.00,2025-06-23T11:01:12.295578,Chỉ kim tủ ghế.,Mobile,VND,1.0000,111678,6759470659685031,2027-07-13,211,Prepaid,Inactive,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,43527,Payment,1549502.00,2025-06-23T11:01:12.285635,Ngọt hết viết ác việc không ngọt.,Mobile,VND,1.0000,1016,6007220917186573,2028-07-13,934,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,43527,Payment,1549502.00,2025-06-23T11:01:12.285635,Ngọt hết viết ác việc không ngọt.,Mobile,VND,1.0000,111678,6759470659685031,2027-07-13,211,Prepaid,Inactive,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,831,Withdrawal,4239026.00,2025-06-16T10:58:37.040513,Núi đập ừ làm.,ATM,VND,1.0000,1016,6007220917186573,2028-07-13,934,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,972,Checking,8356726.00,2025-02-02,Closed,3.49,19147923.00,6827768.00,1996933.00,316709.00,831,Withdrawal,4239026.00,2025-06-16T10:58:37.040513,Núi đập ừ làm.,ATM,VND,1.0000,111678,6759470659685031,2027-07-13,211,Prepaid,Inactive,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,352694,Payment,3986059.00,2025-07-12T11:16:17.288766,Giết lầu bè đánh đã dép hàng.,Branch,VND,1.0000,861,3528106875562300,2028-07-13,658,Prepaid,Expired,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,352694,Payment,3986059.00,2025-07-12T11:16:17.288766,Giết lầu bè đánh đã dép hàng.,Branch,VND,1.0000,2245,6771895905002736,2028-07-13,797,Prepaid,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,352694,Payment,3986059.00,2025-07-12T11:16:17.288766,Giết lầu bè đánh đã dép hàng.,Branch,VND,1.0000,2945,4806251960848007,2027-07-13,891,Credit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,352694,Payment,3986059.00,2025-07-12T11:16:17.288766,Giết lầu bè đánh đã dép hàng.,Branch,VND,1.0000,54174,340807767966747,2029-07-13,868,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,4434,Deposit,4529136.00,2025-07-02T10:58:37.081237,Dép hết biển đạp biển tui.,Online,VND,1.0000,861,3528106875562300,2028-07-13,658,Prepaid,Expired,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,4434,Deposit,4529136.00,2025-07-02T10:58:37.081237,Dép hết biển đạp biển tui.,Online,VND,1.0000,2245,6771895905002736,2028-07-13,797,Prepaid,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,4434,Deposit,4529136.00,2025-07-02T10:58:37.081237,Dép hết biển đạp biển tui.,Online,VND,1.0000,2945,4806251960848007,2027-07-13,891,Credit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,4434,Deposit,4529136.00,2025-07-02T10:58:37.081237,Dép hết biển đạp biển tui.,Online,VND,1.0000,54174,340807767966747,2029-07-13,868,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,9054,Transfer,4243916.00,2025-06-26T11:01:12.043492,Đánh bảy ruộng.,Mobile,VND,1.0000,861,3528106875562300,2028-07-13,658,Prepaid,Expired,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,9054,Transfer,4243916.00,2025-06-26T11:01:12.043492,Đánh bảy ruộng.,Mobile,VND,1.0000,2245,6771895905002736,2028-07-13,797,Prepaid,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,9054,Transfer,4243916.00,2025-06-26T11:01:12.043492,Đánh bảy ruộng.,Mobile,VND,1.0000,2945,4806251960848007,2027-07-13,891,Credit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,9054,Transfer,4243916.00,2025-06-26T11:01:12.043492,Đánh bảy ruộng.,Mobile,VND,1.0000,54174,340807767966747,2029-07-13,868,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,69,Transfer,1904292.00,2025-06-23T10:58:37.030469,Em thuyền tôi.,Branch,VND,1.0000,861,3528106875562300,2028-07-13,658,Prepaid,Expired,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,69,Transfer,1904292.00,2025-06-23T10:58:37.030469,Em thuyền tôi.,Branch,VND,1.0000,2245,6771895905002736,2028-07-13,797,Prepaid,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,69,Transfer,1904292.00,2025-06-23T10:58:37.030469,Em thuyền tôi.,Branch,VND,1.0000,2945,4806251960848007,2027-07-13,891,Credit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
1,Phạm,Vũ,1987-05-10,"Apt. 330 5510 Lâm Mission, Quảng Bình, MI TYAB 3QX",021 3189 3135,vu.vinh@hotmail.com,302-91-2200,2025-04-08,Active,Female,Widowed,Sales Officer,14989165.00,High School,Vietnamese,Vietnamese,1204,Loan,9392885.00,2024-08-29,Active,8.15,27138674.00,20986260.00,3982236.00,77164.00,69,Transfer,1904292.00,2025-06-23T10:58:37.030469,Em thuyền tôi.,Branch,VND,1.0000,54174,340807767966747,2029-07-13,868,Debit,Active,1057,972130524.00,21.98,269,2024-08-28,2047-01-28,Pending,3613868.12,Personal,Quarterly
